label   text_a
0   胀 得 难受 还 躺 着 我 差不多 起床 去 快递 站 拿 行李 了 
0   突然 想 起来 今天 是 pwj 生日 
0   感觉 就是 脑子里 一直 在 蹦 今天 的 那个 adhd 
0   对不起 在 忏悔 了 145 笑 死 居然 还 蛮 顺口 的 
0   我 不装 壶 所以 不 知道 为 教育部 省钱 了 
0   在于 过于 注重 权利 而 忽略 了 义务 
1   中国共产党 领导 的 多党合作 和 政治协商 制度 
0   不过 我 的 结论 还是 维持 之前 不变 
1   今日 之 中国 不仅 是 中国 之 中国 
0   我们 这个 老师 小初 高 大学 都 是 你 武 的 ( 
1   尤其 是 十三 五 以来 残疾人 教育 事业 取得 了 跨越式 发展 
1   中国共产党 领导 是 中国 特色 社会主义 最 本质 的 特征 
0   是 十点 半 还是 转钟 
0   近年来 就是 IP 横行 资料 收集 完毕 
1   是 己所不欲 勿施于人 是 欲速则不达 
1   在 庆祝 我们 党 百年 华诞 的 重大 时刻 和 
0   你们 是 真 喜欢 球 甚至 有点 已经 想 好 怎么 过 二次 核验 了 
1   手稿 创作 这 首歌曲 的 时候 聂耳 也 总 不停 地唱 着 
1   2 反诈 宣传 得到 这么 多 关注 除了 老 陈 
1   终成 今天 领航 中国 行稳 致远 的 巍巍 巨轮 
1   我 就是 做 了 一点 很 普通 的 事情 
0   求助 🆘 电脑 键盘 鼠标 双双 失灵 
0   AI 能 发展 多快 我 也 希望 可以 赶紧 实现 啊 
1   毕竟 人权 卫士 的 人设 都 已经 崩塌 了 
1   如何 保护 老年人 免受 网瘾 的 侵袭 
0   你 满足 了 自己 的 欲望 却 很少 顾及 别人 
0   觉得 自己 的 人生 平平淡淡 没有 价值 
1   可能 比 家长 想 的 更 复杂 
1   学校 主体 社会 参与 的 原则 因地制宜 
1   推动 形成 绿色 发展 方式 和 生活 方式 
0   你 要 聊 要 突破 同温层 可以 找 我 
0   明明 自己 心理 状态 一团糟 了 还 会 给 别人 开解 
0   mac 的 解压 软件 是 啥 俺 也 不 清楚 
0   准备 换 副 眼镜 继续 换 副 黑框 
0   辅导员 现在 问 我 为什么 还 没 做 核酸 
1   得到 国际 社会 特别 是 广大 发展中国家 的 广泛 认同 
0   游戏 氪 金 电子产品 还有 麦当劳 然后 我 好像 就 没有 其他 的 消费 点 了 
1   都 可能 中招 
0   五十 音是 什么 日语 的 五十个 基本 字符 
1   教育部 办公厅 日前 针对 今年 中小学 暑假 安全 工作 发布 通知 
1   旅游业 属于 服务业 门票 预约 制度 应 更 多 倾听 民声 
1   是 属于 每个 中华儿女 的 这份 厚重 的 历史 文化底蕴 所 带给 每个 人 的 自豪感 是 深埋在 骨子里 的 
1   还有 比赛 中 孩子 们 身上 那 份 纯粹 的 热爱 
0   but 因为 疫情 我们 也 出不去 放 五天 假 没 意义 
1   关于 加强 博物馆 暑期 等 节假日 开放 服务 工作 的 通知 
0   但是 我 也 不 知道 是 谁 问 的 
1   那 是 新 中国 成立 以来 破坏性 最强 
0   这个 口服液 是 一分钟 也 喝 不 下去 了 
1   曾经 的 冷门 学科 正在 热 起来 每有 重大 发现 即 成 网络 热点 
0   刚刚 又 忘记 吧 铁丝 藏进去 了 又 得 拆 一个 花瓣 
1   突然 被 从天而降 的 铁片 击中 腹部 
1   更为 了 创造 梦中 那个 新天地 无数 烈士 
1   流量 能 不能 变成 留量 检验 的 是 一座 城市 的 综合治理 能力 
0   因为 打工 的 工资 一毛钱 都 没发 嘎嘎 
0   由于 男性 生理 特征 原因 体格 往往 更 健壮 
1   最近 她 在 网上 晒出 了 自己 和 妈妈 年轻 时 做 实验 的 对 比照 
0   呜呜 我 再 努力 一下 我 明天 还要 交 作业 的 
1   今年 7 月 中央 网信 办 发布 
1   载人 航天 精神 星辰 大海 永不 止步 
0   我 刚刚 试 了 一下 可以 登录 好好 好好 好 
0   问问 胡子 桂 高考 多少 分 亲戚 在 问 
0   我 想 复习 刑法 累 了 不想 看 了 
0   但 我 也 可以 说 这 是 社会 对 我 的 歧视 吗 
1   从 单调 的 文化 生活 到 多姿多彩 的 银幕 
1   据 中国 新闻事业 发展 报告 2020 年 发布 
0   不能 因为 目前 伤害 到 了 资本家 的 利益 
1   3 我们 放假 他们 还 在 打扫 世界 
1   北京 携手 张家口 获得 2022 年 冬奥会 和 冬 残奥会 举办权 
0   大 数据 并行 云 计算 数据仓库 麻 
0   下午 必须 复习 了 后天 那个 考试 
1   时隔 11 年 互联网 是 有 记忆 的 
1   送 印有 防 电信 诈骗 标语 的 鸡蛋 
0   而且 是 不约而同 我 不太敢 喝酒 了 
1   比如 关键时刻 发出 的 一条 指令 
0   他 是 多 出来 的 十分钟 左右 干吗 要 反锁 房间 呀 236 
0   别人 在 steam 给我发 信息 说五带 是不是 出事 了 
1   主角 就是 曾 轰动 全国 的 北大 保安 第一 人 
1   创造 更 多 让 世界 刮目相看 的 新 的 伟大 奇迹 
0   外国人 好帅 是 我 草率 了 我 收回 下午 说 的话 
0   如果 不 打算 去 精神科 治疗 的话 
1   沉浸 式 旅游 都 有 大批 拥 趸 
1   抗击 非典 精神 那 一年 我们 体会 到 了 什么 是 万众一心 
0   那个 也 要 用 收 东西 的 时候 心里 是 
0   bushi 但 我 还是 觉得 好 奇怪 
0   现在 还 在 村里 估计 到 纸坊 差不多 两点 多 
0   我 是 说 对面 说 一半 就 睡着 了 
0   到 半夜 饿 了 也 没 吃 怕 胖 今天下午 两点 才 起床 
0   以后 会 怎么 emo 我 都 不敢 想 
1   诉说 起 自己 的 生活 不易 渐渐 的 
0   活在 QQ 里 的 二次元 水群 键政 
0   我 说 了 好多 啊 ...... 看 了 知乎 一些 adhd 的 东西 
1   党 的 十九 届 六中全会 回望 百年 奋斗 
1   他 是 中国 话剧 的 活化石 
1   要 深化 人才 发展 体制 机制 改革 
1   都 说 父母 是 孩子 最好 的 榜样 
0   计算机 这 玩意 跟 谁 都 能 交互 
1   也 是 做好 经济 工作 的 方法论 
0   明星 同款 慎买 我 买 过 的 唯一 xx 同款 是 野兽 浪漫 
0   后来 才 知道 我 第一个 咨询 的 学长 
0   图书馆 开门 之前 和 闭馆 之后 肯定 不行 
0   我 以为 它 什么 都 有 没有 自带 的 解压 软件 吗 
1   以及 以 运动员 为 中心 的 理念 北京 冬奥会 从 赛事 组织 
0   我们 班 准备 搞 一个 同学聚会 想 整个 毕业 礼物 
0   虽然 是 正道 的 光 但是 呆 胶布 
1   打开 了 对 未来 的 想象 空间 
0   今晚 是不是 还有 直播 啊 在 珈 乐 直播间 好像 是 
1   这样 的 孩子 无法 正常 融入 社会 生活 
1   处处 浸透 着 他们 的 忠诚 与 热血 
0   我 比较 好奇 的 是 这 两位 在 这样 的 群里 怎么 忍 得 下去 的 
1   坚持 在 特殊 情形 下 举办 进 博会 
1   中央 民族 工作 会议 日前 在 北京 召开 
1   国以 才 立 政以 才 治 业以 才 兴 
0   我 本来 以为 黑暗 更多地 存在 于 基层 
1   火爆 的 观影 潮 背后 涌动 着 
0   哈哈哈哈 哈哈哈 你们 那边 是不是 三天两头 做 核酸 
0   下学期 再选 隔壁 北理工 某 工程力学 
0   布置 作业 这 真的 是 可以 完成 的 任务 吗 
1   在 庆祝 中国共产党 成立 100 周年 大会 上 
0   一边 抄 你 的 入党 申请 然后 写错字 了 
0   好家伙 7.35 我 早 八 7.35 了 全寝 都 没 起床 
0   什么 公众 号 哥们 关注 了 吗 发 你 微信 上 了 
1   如何 推进 托管 机构 高质量 建设 和 发展 
1   创造 出 了 无愧于 时代 的 光荣 业绩 
1   玉兔 就 像 每 一个 在外 拼搏 的 游子 一样 
1   那才 真正 发挥 了 价值 
0   但是 刚 睡醒 在 上 专业课 马上 期中 了 
1   消费 灾难 事故 
1   中 的 感人 一幕 吗 
0   看不懂 百度 真是 好 东西 哦 忘记 说 了 
0   你 之前 考虑 北理 
0   可能 是因为 从不 交高数 作业 而线代 作业 还 偶尔 抄抄 交了 吧 
0   困 了 就 睡 ( ) 我 现在 也好 困 
1   那 一幕 仍然 震撼人心 
1   我国 在 乐器 独木舟 水利 设施 天文 等 方面 的 发明 发现 也 是 全球 最早 或 最早 者 之一 
1   同样 了不起 的 还有 孩子 背后 的 他们 
0   还好 已经 在 床上 了 怎么 这么 严重 
0   hdmi ( 屏幕 ) 供电 也 走 扩展 坞 吗 
0   泯灭 人性 的 我 吃 魔芋 爽 这个 不辣 啊 
0   止痛药 真是 人类 最 伟大 的 发明 
1   丰富 着 农民 的 文娱 生活 激荡 着 人们 的 精神 世界 
1   又 遇到 尼泊尔 大 地震 
0   就 嗯 读 PPT morning 来 点 地狱 笑话 
0   二次元 的 钱 真 好赚 ( 二次元 的 钱 真 好赚 ( 
0   游 了 俩 小时 脑袋 进水 了 感觉 
0   然后 引起 了 男女 对立 然后 我 就 去 豆瓣 逛 了 一圈 
0   为什么 会 有 这种 事情 这 好像 和 武大 说 说 一样 的 
0   感觉 有点 … … 逆天 感觉 有点 … … 逆天 
0   不是 樱花 吗 在 外面 散步 就是 感觉 有点 迷茫 
0   给 女性 开 高薪 有 部分 原因 也 是因为 某些 对 女性 的 福利 政策 比如 产假 什么 的 
1   平台 是 网暴 治理 的 第一道 防线 
0   你 咋 不 说 你 挂科 是因为 不 努力 
0   没 时间 出去玩 我 这 学期 特别 清闲 
1   自 1949 年 10 月 1 日 义勇军 进行曲 
1   依法 保护 自然人 人脸 信息 等 生物 识别 信息 
1   宇宙 浩瀚 无边 探索 永无止境 
1   杜绝 假借 托管 名义 开展 学科 培训 的 现象 发生 
0   然后 给 她 背单词 264 我弟 不 愿意 写作文 
0   这 还 猜 不到 不行 要 文明 一点 
1   仍然 奋进 的 前 行者 中 的 一员 
1   历史 的 积淀 
0   5 · 28 麦当劳 餐厅 故意 杀人案 5 名 被告人 提起公诉 
0   像 只 小老鼠 多吃点 啊 
0   哈哈哈哈 哈哈哈哈 蛮有意思 的 吃完饭 没 
0   万物 皆 可 进军 vtb 明日 需 早起 
0   就 口腔溃疡 了 这 几天 打毛线 在 兴头上 
0   哎 但是 肯定 有 什么 不 一样 了 
0   没有 我 想 的 那些 目的性 还是 觉得 即使 有 目的性 也 挺 正常 的 
1   杨靖宇 赵尚志 赵一曼 陈翰章 王凤阁 
0   骑车 路过 怎么 不 打个招呼 可能 是因为 我 爸妈 在 旁边 吧 
0   max 767676 终于 搞完 了 我 想 吃 辣 的 东西 
1   1967 年 6 月 17 日 中国 第一颗 氢弹 爆炸 成功 
0   3 . LGBT 社团 公众 号 的 关闭 反映 的 其实 是 LGBT 宣传 方面 的 问题 
0   年轻人 忙点 好 啊 不像 我们 老 了 想 忙 都 没得 忙 啦 
1   决定 了 文化 自信 辐射面 广 作用 面广 
1   会 管理 的 网红 田 创客 或者 是 善 经营 
1   鼓舞 和 激励 着 无数 中华儿女 勠 力 同心 
0   之前 就 没 怎么 复习 结果 第四章 巨难 … … 
0   快 干掉 她 这是 武大 的 隐患 知己知彼 罢了 
1   为 缩短 人体 捐献 器官 转运 时间 
0   我会 首先 找 自己 的 问题 依赖 别人 总会 尝到 各种各样 的 离别 吧 
0   但是 我 昨天 欢乐谷 把 钱 花光 了 
0   有没有 办法 挽回 一下 在 找 客服 找回 了 
0   无法访问 回去 再 整整 243243 
1   防疫 一线 冲锋在前 的 英雄 他们 顽强不屈 
1   习近平 在 中央 民族 工作 会议 上 强调 以 铸牢 中华民族 共同体 意识 为主 线
1   中国队 郑涛 袁伟译 王李超 他们 让 三面 国旗 同时 升起 
1   是 张桂梅 九死 亦 无悔 的 坚持 
0   远 了 人太多 颜色 也 太浅 不过 这里 大 草坪 晒太阳 挺舒服 的 
0   我 的 意思 是 不管 拖延 的 原因 是不是 病理性 的 
0   不想 打游戏 开始 看 手机 里存 的 同 人文 
1   2021 年 8 月 26 日 在 北京市 海淀区 太平路 小学 
0   speechless 把 爷 整无语 了 
0   我们 一 被 冒犯 就 像 惊弓之鸟 为什么 还 没有 改变现状 
1   我 是 搞 考古 的 嘛 这 跟 专业 有 关系 
0   这 玩意 竟 可以 就业 
0   科幻 圈内 有没有 鄙视 链 啊 看 中国 科幻 不如 看 外国 科幻 之类 的 
0   也 不是 戒掉 糖类 营养物质 就是 不 喝 可乐 不吃 巧克力 不吃 甜食 
1   他们 的 背后 站立 着 无数 矢志 奋斗 
0   早八 还是 太 痛苦 了 这 老师上课 举 的 第一个 例子 就是 华科 博士生 的 论文 
0   👀 六点钟 起来 的 好困 好困 起床 的 时间 不 正常 又 急 着 玩 手机 
1   居然 还有 勇气 对 别国 指手画脚 
0   因为 我 已经 是 个 乐子 人 了 世界 上 的 人 男 的 女 的 
0   不是 上课 用 的 教学楼 有 30min 路程 
1   他 说 又 挡风 又 有光 还 不 影响 别人 
0   只是 觉得 你 骂 的 太 极端 了 没有 啊 
1   同时 让 老旧 小区 也 实现 有机 更新 
1   马上 可以 祭 出 狼牙棒 谁 想 超过 我 
1   北京 交通 大学 举行 2023 年 毕业典礼 暨 学位 授予 仪式 
0   听 几个 不 认识 的 奶奶 辈 邻居 谋划 着 给 我 表哥 说亲 
0   这 不会 是 我 写 的 吧 虽然 语言 矫情 了 一点 
0   网晶 看得见 谨言慎行 吧 2k 字 检讨 
0   不 知道 285 我 也 集中 不了 注意力 
1   电影 让 我们 再次 近距离 了解 了 这位 攀登者 登上 世界 之巅 的 整个 过程 
1   孟晚 舟 事件 不过 是 百年 未有 之 大变局 下 
0   都 在 小群 是 吧 没什么 小群 上次 有人 在 小群 发 不当 言论 
1   结合 各地 实践 来看 要 长期 办好 
1   而 不 被 任何 困难 所 压倒 的 顽强 意志 
0   我 九点 起 的 呃 呃 啊啊啊 啊啊啊 
1   但 其中 也 牵涉到 复杂 的 法律 道德 及 社会 伦理 问题 
0   唐山 的 黑社会 群体 仍会 为害 一方 
0   然后 要 证据 啥 的 找 不到 就算 了 TT 
1   这 其中 蕴藏 着 与 亲朋 共度 好时光 的 美好愿望 
0   屏幕 都 让 你 砸烂 咯 云 在 向 月亮 涌动 
1   2 中国 第一代 考古 人 李济 董作宾 
1   蒸蒸日上 的 气象 
1   小修 小 补 一下 摊位 却 很 难 找 
1   经济 发展 下 一程 仍然 要 瞄准 高质量 
0   为 社会主义 建设 添砖加瓦 我 还要 20 多站 路 
0   笑 死 我刚 回家 洗完 澡 就 开始 背单词 了 
1   总书记 在讲话中 用 了 一个 崭新 的 表述 
0   他们 的 政治 观点 很多 很 正常 你 和 知乎 的 这个 群体 
0   因为 亲戚 太 多 不得不 吐槽 我 爷爷奶奶 有 九个 子女 
1   面向 第二个 百年 奋斗目标 矢志 复兴 的 中华民族 
1   今天 我们 关注 的 主角 是 顶 着 染发剂 救人 的 医生 小姐姐 
1   金光 熠熠 的 北京 夜景 跟随 神舟 十二号 载人 飞船 乘组 的 
1   要 坚持 党管 人才 坚持 面向世界 科技前沿 
0   进 武大 网安 将近 六千名 金融 ➕ 计算机 
0   今天 中午 坐 我 对面 吃饭 的 那个 姐姐 
1   答 好 托管 服务 这道 假期 考题 缓解 家长 焦虑 
0   我 知道 啊 但 大部分 人 都 是 去 匹配 cp 的 吧 
0   你 看 什么 风格 比较 适合 我 也 在 想 
0   一个组 一台 我超 这 什么 看起来 好 牛 
1   沿街 商铺 在 条件 允许 的 情况 下 
1   胡瓜 芝麻 胡麻 等 物产 
1   他 所说 的 和 他 的 生活态度 绝不 逊于 西方 古代 的 哲学家 
0   现在 爬起来 写 论文 写 完 了 吗 
1   袁格兵 不顾 洪水 湍急 新伤 旧疾 英勇 救起 郑州 暴雨 中 遇险 的 陌生人 
0   在 这些 地方 如果 评论 一句 争取 女性 权益 的话 
1   体育 强 则 中国 强 
1   1984 年 张藜 和 秦咏诚 打算 写 这样 一首歌 
0   你 看 这 哪 有 🔥 啊 这 都 是 凌晨 续 的 🔥 
1   捐赠 行动 正在 山西 接力 进行 中 
0   我 在 地铁 看到 外国 帅哥 了 应该 
0   我 觉得 虽然 没 意义 但是 骂 的 时候 舒服 一些 了 
0   所以 不 需要 和生 孩子 一个 等级 ( ) 
0   何不 食 肉糜 
1   在 很多 人 看来 这 是 再 普通 不过 的 课 
1   海报 中 第一书记 王路 埋头 用力 推着 车 
1   是 我们 党 带领 人民 迎来 从 站 起来 
0   我大号 的 说 说 你 也 看到 了 挺 搞笑 的 这种 人 
1   这 是 每 一个 人 的 飞天梦 也 是 一个 国家 的 飞天梦 
1   是 一名 勇闯 太空 的 小 英雄 
0   是因为 我 不够 搞笑 吗 室友 已经 连 我 说话 都 懒得 回 了 
0   好 的 谢谢 而且 如果 你 真的 这样 想 
0   但是 站 在 贴 吧 对立面 的 必须 得 是 我 
0   上工 了 上工 了 又 开始 了 打工 的 一天 
0   不是 迟钝 就是 坏 或者说 是 没有 解决问题 的 担当 
0   118118118 刚 出来 望阳 兴叹 
1   通过 一个个 人物 一件件 作品 五个 一百 
1   坚定不移 推进 党风廉政 建设 和 反腐败 斗争 
0   吃饭 回 学校 打字 打游戏 我 的 也 非常 充实 
1   万一 别人 也 能 拿 第一 呢 那 还行 
0   11 30 打开 编译器 这 正是 编程 的 大好时机 
1   抗震救灾 精神 大地 的 伤痕 用 爱 和 坚强 缝合 
0   学校 的 老 建筑 看 上面 的 字 是 啥 
1   这些 可敬 可爱 的 00 后 稚嫩 的 脸庞 上 
0   图书馆 ( ) 哪个 图书馆 灰码 能 进 吗 
0   这么 一说 起来 我 好像 从小到大 都 没 认真听讲 过 
1   媒体 不仅 要 曝光 更要 进行 揭批 
1   实现 中华民族 伟大 复兴 道路 是 最 根本 的 问题 
0   之前 也 有 为了 讨好 女朋友 出去 打拳 的 
0   只 打 了 一针 犹记 昨天早上 我爸 骑 电瓶车 送 我 去 打针 
1   便民服务 做 得到 还 需 找 得到 
0   根本 不 害怕 所以 继续 玩 手机 呜呜 呜 
0   是因为 变形 学 了 一 学期 羽毛球 还是 菜 得 很 
1   全球 发展 的 贡献者 国际 秩序 的 维护者 
1   而 这个 项目 的 创作 灵感 就 来自 
0   我 和 我 前男友 就是 这样 分手 的 捏 
0   然后 别人 让 他们 举牌 就 举牌 让 别有用心 的 人 拍下来 啥 啥 啥 的 
1   旅游 + 赛事 旅游 + 科技 旅游 + 教育 只要 开动脑筋 下足 功夫 
0   直接 设置 为 12 反正 电脑 算力够 
1   走过 最险 的 路 去过 最 偏远 的 村寨 
0   聊完 了 该 不会 还 觉得 我 极端 吧 
0   昨天 出 了 一阳 好几个 密接 然后 又 封 了 
1   手段 之 残忍 令人发指 非但 不耻 还要 大肆 人 肉 
0   但 男性 方差 更大 这个 我 也 不是 很 懂 ⬆ ️ 
1   这一横 也 是 一颗 横 下来 的 心 
0   但 我 还是 恨 那个 剪猫 尾巴 的 人 
1   完成 靠边 停车 拉 手刹 打开 双闪 等 一系列 动作 
0   涉及 到 本 专业 才 会 长篇大论 地 讲 为什么 
0   再 不 发货 我 的 助学金 就 申不上 了 
0   差不多 都 是 搁 这 搁 这 呢 问 你 几个 傻 问题 
0   反正 就是 有些 事 私底下 就 那么 点事 
1   都 有 过 类似 遭遇 
0   北外 估计 不 搞 大创 主要 是 理工科 的 ( bushi ) 
1   诠释 着 长征 精神 跨越 时空 的 时代 价值 
0   男 老 有 一 说 一 能够 有 现在 这种 状况 已经 不算 太差 了 其实 
1   来不得 半点 虚假 承诺 了 就要 兑现 
1   将 会议 提出 的 实施 新 的 减税 降费 政策 
0   只是 我们 将 世界 遗忘 
1   却 不想 剪断 头发 他们 来 弄 
0   我 舍友 一个 在 追番 一个 在 学 c 语言 
0   我们 学校 也 有 个 小 组织 在 讨论 这个 
1   奔涌 向前 的 澎湃 动力 
1   他 是 好 学生 接过 老师 的 笔 创作 出 不朽 的 歌 
0   不适 的 行为 … … 如果 有 我 向 你 道歉 
1   今年 是 中国 加入 世界贸易组织 20 周年 
0   难道 我 安排 不紧 
0   我们 宪法 老师 还 讲 过 一点 这个 
1   尚志县 在 白山黑水 在 松花江畔 整个 神州大地 
0   啊 原来 她 就是 嘉然 还 挺 可爱 的 
1   看似 也 让 家长 轻松 不少 但 如果 不能 正确 使用 
0   也 封控 了 一 大片 我们 前 几天 刚 解封 
0   cjj 确实 教师 家庭 田果 想 上 什么 大学 我 给 忘 了 
1   要 避免 孩子 过度 沉迷 手机 
0   我 就 真的 提了 然后 陪 他 改 了 一个 小时 
1   2021 年 5 月 21 日 21 时 21 分 和 21 时 48 分 
1   244 个 60 岁 至 69 岁 老人 每餐 只 需 支付 两元 钱 
0   这 也 能 碰到 校友 是 我 没想到 的 
1   从 北京 走 到 长沙 
0   吧 … 比 我们 这种 红配 绿 的 乡村 风 好看 
1   协同 推进 人民 富裕 国家 强盛 中国 美丽 
0   点击 链接 直接 打开 或者 淘宝 搜索 直接 打开 
1   高悬 照妖镜 让 昧良心 流量 网红 
0   我 也 有幸 围观 过 我 去 了解 了解 
0   嘛 ne 不 重要 俺 要 去 上 体育课 了 
0   晚上 那个 是 别人 到 我家 277 
1   从 第一颗 原子弹 爆炸 到 第一颗 氢弹 试验 成功 
0   任由 荒诞 走向 恶果 还 一边 爆笑 一边 走向 垃圾 结局 
0   辅导员 要 我 找 马原 老师 马 原 老师 要 我 找 教学楼 值班 的 
0   不 知道 怎么 评价 评价 刚刚 那个 事 
1   成为 新 的 奥运 跳水 冠军 
1   从 粉碎 大扫荡 到 黄崖洞 保卫战 这片 红色 热土 
1   风吹雨打 中 的 奔波 和 辛苦 所有 偷偷地 躲 在 书店 背下 的 诗句 
0   感觉 什么 都 听懂 了 又 感觉 什么 都 没 听 
1   用 啤酒瓶 反复 做 实验 
0   那个 银行 的 工作人员 服务态度 很 好 耶 
1   杨倩 双手 射 落首 金 双手 甜美 比心 是 幸福 
0   脖子 快断 了 做 一 做 你 昨晚 发 空间 的 颈椎 操 
1   勿忘 国耻 吾辈 自强 
1   我们 依然 在 这儿 其中 一个 很 重要 的 原因 就是 独具特色 
0   虐猫 已经 脱离 了 可以 讲道理 的 范围 了 
1   兴办 经济特区 是 我们 党和国家 为 推进改革 开放 和 社会主义 现代化 建设 作出 的 重大 决策 
0   叫 分布式 也 吹 得 很 火 … … 
1   比如 2003 年 我国 首次 载人 航天 飞船 发射成功 
0   今天 没 打卡 没 怎么 说话 虽然 我 下午 没课 
1   如何 解决 好 托管 托育 供需矛盾 
0   雨下 大 了 鸡 都 没 了 准备 出门 吃饭 
1   我国 经济 才能 持续 健康 发展 
1   火热 进行 的 东京 残奥会 上 激烈 的 比赛 仍 在 继续 
1   几回 回梦里 回延安 双手 搂定 宝塔山 
0   我 必须 完成 的 作业 就 快 写 不 完 了 
0   我 在 琢磨 要 不要 用 小号 把 她 加回来 
1   4 这是 今年 9 月份 一段 网上 流传 很广 的 视频 的 截图 
0   http : / / www . adhd . hk / web / q18 . php ? mid = 33 
0   反正 可能 没 你 严重 我 已经 吃 了 两天 半 的 糖 稀饭 了 
0   打 文明 6 上头 了 午饭 吃 太多动 不了 了 
0   我 找不着 了 之前 一气之下 把 那个 
1   这个 饭碗 要 牢牢地 掌握 在 我们 中国 人 自己 手上 
1   到 新 中国 成立 一百年 时 全面实现 国家 治理 体系 和 治理 能力 现代化 
0   是不是 大概 这样 就行了 好像 是 坐飞机 过来 的 时候 需要 
1   3 中国 风 惊艳 世界 不是 什么 新鲜事儿 了 
1   什么 是 心怀 匠心 其技 必良 
0   但 我 觉得 我 是 对 的 啊 他们 是否 觉得 你们 打女 拳 是 错 的 呢 
0   我们 那个 预约 如果 不到 的 超过 半个 小时 
0   [ 混合 消息 ] 摩根 亚瑟王 的 老婆 
0   有点 名气 的 品牌 的 蓝牙 耳机 [ emoji : 293 ] 285 
0   打个 电话 慰问 一下 吧 我 不会 真的 去 吃 他 的 饭 的 
0   先是 鼠标 键盘 失灵 再 是 无法 进入 系统 
1   坚持 理论 创新 就要 勇于 结合 新 的 实践 不断 推进 理论 创新 
0   班车 背单词 你 说话 怎么 有 股大碴子 味 
0   你 明白 了 什么 我 还 没 明白 珞珈山 幼儿园 开遍 了 武汉 
1   令人 拍案叫绝 技惊 四座 的 劳动 手艺 
1   比如 退伍 回乡 后 通过 拍摄 抖音 帮 贫困户 直播 带货 的 
1   3 说 消防员 的 手 万能 还 真 不是 吹 的 
1   飙车 违法 人员 影响 
1   也 是 为 减灾 进行 的 赛跑 
1   总有 一款 新 产品 能够 触动 游客 的 心弦 
1   这是 无悔 的 青春 誓言 这是 坚定 的 初心 使命 
1   她 的 肾脏 救活 了 一名 已经 等候 移植 一年 多 的 15 岁 男孩 
0   你 是 懂 考试 的 速速 启用 量子 速读 
0   反正 每次 见到 这种 话题 我 都 会 第一个 想到 你 
0   把 报 瑜伽 班 的 钱 用于 网购 每天 买 一个 
0   挖矿 难度 也 越来越 高 … … 是不是 每个 人 只 知道 账本 的 一部分 
1   他 经常 深入基层 体验生活 
0   大悲咒 都 没 这个 得 劲 新学期 寝室 第一次 聚餐 
0   没什么 ( ) 我 决定 消失 那 就 说 明天 考试 
1   见世面 长 才干 壮 筋骨 努力 成为 更好 的 自己 
0   糟 了 我 真成 只会 敲 代码 的 机器 了 
1   全 趴下 了 面对 上 万亩 无法 用 大规模 机械 收割 
1   新生 们 感受 到 了 以 小 我 融入 
0   我 还 在 写 福尔摩斯 2.0 的 读书笔记 
0   而且 太 麻烦 了 要不是 需要 它 的 颜色 
0   不 说 了 看书 去 了 277 现在 是 地铁 看书 时间 
1   没有 人 经得住 这样 的 打击 
0   和 辅导员 他妈 一起 去 公安局 了 
1   我们 必须 为 受害者 撑腰 让 真相 跑 赢 谣言 
1   行道树 砍 了 栽 栽 了 砍 从 杨树 换 到 梧桐 再 到 银杏 
0   还 送 人 了 一份 128 × 2 干嘛 要出 cos 
0   感觉 你们 说 了 这么 多 那个游戏 也 不如 原神 
0   下次 再 缝缝补补 下次 就是 我用 xxxx 摆烂 了 你 的 ae 作业 
1   人脸识别 第一案 也 于 今年 4 月 9 日 二审 宣判 
1   一窝蜂 似的 短期 客流 也 容易 过度 
0   是不是 有个 东西 叫 啥 啥 四季春 
0   我 在 想 现在 去不去 游泳馆 现在 是 文艺复兴 时期 的 启蒙 哲学 
1   一代代 青年 不断 奋斗 超越自我 造就 了 多姿多彩 的 世界 
1   坚持 政治 安全 人民 安全 国家 利益 至上 有机 统一 
0   幻妈 不知所措 只能 干着急 帮 太太 维权 吗 
0   别问 问 就是 我 也 不 知道 坡 是 什么 
0   什么 时候 存 的 高一 的 时候 很 有 可能 是 她 家长 的 
0   赶紧 下 床 吃药 我 怎么 不困 啊 
0   昨天 你 武 核酸 十几 管阳 刚考 完 笔译 
0   你 觉得 我 做 的 没 意义 
0   能 不能 长点 脑子 
1   实现 中华民族 的 伟大 复兴 建设 更加 美好 的 世界 
1   根据 中国互联网络信息中心 发布 的 数据 
0   到 江汉路 了 现在 去 b 口 是 吧 
0   但是 大屏幕 看 代码 真的 很爽 哥们 现在 正在 靠着 看 PPT 
0   前 几天 看到 知乎 有个 逆天 问题 
0   你 怎么 神神 必必 的 
0   算了 不想 搞 了 那次 我花 了 两天 做 了 个 demo 
0   咱们 也 是 这 叫 精准 的 定义 婆婆 行不行 
1   始终 满怀希望 始终 充满 热爱 始终 拥抱 美好 
0   休息 一下 好不好 啊 你 不要 烦 好不好 
0   5 . 哈工深 : 数学 / 机械 1961 
0   第一个 截图 可以 说明 … … 但是 开 地图 炮 就是 傻 逼 没 跑 
1   筑成 我们 新 的 长城 中华民族 到 了 最 危险 的 时候 
1   城市绿化 在 持续 增量 提质 的 同时 
0   要 不 你 喷 我 两句 吧 不 被 你 喷 还是 不 习惯 
1   向 屠 呦 呦 致敬 向 伟大 的 科学家 致敬 
0   只要 再 加以 扩写 就 能 完成 任务 了 
0   怎么 说 呢 把 字 转化成 图像 吧 
